"","linenumber","sentiment","overall","date","Content"
"92",92,4,"Positive","01/29/10","NEW YORK (MarketWatch) -- The dollar added to gains versus major rivals on Friday after a report said U.S. consumer confidence improved this month more than previously estimated, according to a survey by Reuters/University of Michigan. Its sentiment index rose to 74.4 this month, from a previous estimate of 72.8. The dollar index 
        DXY,
        -0.06%,
       which tracks the greenback against a trade-weighted basket of six major currencies, rose to 79.300 in recent trading, compared with 78.875 late Thursday. The dollar had been higher earlier after a report said the U.S. economy grew at a faster pace in the fourth quarter than many economists expected."
"93",93,3,"Positive","01/29/10","NEW YORK (MarketWatch) -- The dollar rose to a fresh six-month high on Friday, propelled by data showing the American economy grew at a faster-than-expected clip in the fourth quarter and consumer confidence rose this month."
"94",94,-1,"Negative","01/29/10","NEW YORK (MarketWatch) -- Crude-oil futures finished down 1% on Friday, as strong U.S. reports on growth and sentiment boosted the dollar, pressuring commodities, while worries about earnings hit stocks on Wall Street."
"95",95,-2,"Negative","02/01/10","NEW YORK (MarketWatch) -- The dollar extended losses on Monday after a report showed U.S. consumer spending rose less than economists expected in December. The dollar index 
        DXY,
        -0.06%,
       which measures the greenback versus a basket of other major currencies, fell 0.3% to 79.245. The report also said consumer prices rose 0.1%. Still to come is the Institute for Supply Management's index on the manufacturing sector."
"96",96,-2,"Negative","02/01/10","NEW YORK (MarketWatch) -- The dollar pared earlier losses on Monday after the Institute for Supply Management's index on the manufacturing sector rose more than forecast. The dollar index 
        DXY,
        -0.06%,
       which measures the greenback versus a basket of other major currencies, fell 0.1% to 79.354, after being down about 0.3% after data on consumer spending and income. The dollar jumped 0.4% versus the Japanese currency to buy 90.68 yen, after being nearly unchanged before the ISM report."
"97",97,2,"Positive","02/01/10","NEW YORK (MarketWatch) -- Gold futures rose Monday, as a falling dollar and upbeat manufacturing reports from the U.S., Europe and China lifted the appeal of gold as a hedge against inflation."
"98",98,-2,"Negative","02/01/10","NEW YORK (MarketWatch) -- Crude oil futures finished 2% higher on Monday, after slumping last week and for the month of January, as upbeat global manufacturing reports and cold temperatures in the U.S. lifted demand prospects."
"99",99,2,"Positive","02/01/10","NEW YORK (MarketWatch) -- The U.S. dollar declined versus the euro, slipping from a 7-month high, but gained against the Japanese yen on Monday after a pair of reports showed U.S. consumer spending rose in December and manufacturing activity last month improved."
"100",100,1,"Positive","02/02/10","NEW YORK (MarketWatch) -- U.S. stock futures edged slightly higher on Tuesday, pointing to a second day of gains, as bullish traders re-enter the market after last month's downturn."
"101",101,-1,"Negative","02/02/10","NEW YORK (MarketWatch) -- The dollar stayed down versus the euro and other major currencies on Tuesday after a report showed U.S. pending home sales rose 1% in December. The dollar index 
        DXY,
        -0.06%,
       which tracks the greenback against a trade-weighted basket of six major currencies, fell to 79.142 from 79.229 in late Monday's North American trading.  Analysts had expected a small gain after November's deep plunge, when the federal homebuyer tax credit was extended. The U.S. dollar had been lower versus the euro as tensions surrounding Greece's fiscal problems faded."
"102",102,2,"Positive","02/02/10","NEW YORK (MarketWatch) -- Gold futures advanced on Tuesday as signs of improvement in the U.S. housing market boosted stocks and pressured the dollar, fueling inflation concerns and boosting interest in gold as a hedge."
"103",103,-1,"Negative","02/02/10","NEW YORK (MarketWatch) -- The U.S. dollar declined versus the European single currency Tuesday as tensions surrounding Greece's fiscal problems faded."
"104",104,0,"Negative","02/03/10","NEW YORK (MarketWatch) -- The dollar extended a decline versus the euro on Wednesday after ADP said the U.S. private-sector cut 22,000 jobs in January. The euro traded at $1.3976, paring an earlier gain but still, up slightly from $1.3966 in North American trade late Tuesday. Still to come is ISM's report on the state of the services sectors. The dollar index 
        DXY,
        -0.05%,
       which tracks the greenback against a trade-weighted basket of six major currencies, traded at 79.081, from 78.879 before the data and compared to 79.003 on Tuesday."
"105",105,-1,"Negative","02/03/10","NEW YORK (MarketWatch) -- The dollar remained elevated on Wednesday after ISM's index on the state of the U.S. services sector rose to 50.5 in January from 49.8 in December, crossing the threshold to indicate expansion in the sector. The dollar index 
        DXY,
        -0.05%,
       which tracks the greenback against a trade-weighted basket of six major currencies, rose to 79.131, reversing an earlier decline and versus 79.003 in late Tuesday's North American trading."
"106",106,0,"Negative","02/03/10","NEW YORK (MarketWatch) -- A two-day rally in gold and metals futures took a breather on Wednesday after mostly upbeat U.S. economic news and jitters about debt in several European countries lifted the dollar, reducing gold's appeal as a hedge."
"107",107,1,"Positive","02/03/10","NEW YORK (MarketWatch) -- The dollar traded higher against major currencies Wednesday, heading back toward its highest levels since last summer versus the euro, after a pair of reports showed the U.S. private sector shed fewer jobs in January and that conditions in the nation's services sector improved modestly last month."
"108",108,-1,"Negative","02/04/10","NEW YORK (MarketWatch) -- The dollar held onto small gains on Thursday, touching a seven-month high versus the euro, after the U.S. Labor Department said jobless claims unexpectedly rose 8,000 to 480,000 in the latest week. The dollar index 
        DXY,
        -0.05%,
       which tracks the greenback against a trade-weighted basket of six major currencies, rose to 79.617 from 79.369 late Wednesday. A separate report said U.S. productivity rose 6.2% in the fourth quarter. The dollar had been higher before the data as stocks fell amid more concerns about the fiscal stability of Spain and Portugal. Also, the European Central Bank and Bank of England kept interest rates steady. Traders will look for more answers on the outlook for rates in an ECB press conference."
"109",109,-3,"Negative","02/04/10","NEW YORK (MarketWatch) -- The dollar advanced Thursday, while the euro fell to a seven-month low and the Japanese yen attracted some buyers, amid renewed fears about fiscal problems facing a handful of European countries and as a U.S. report showed an unexpected increased in jobless claims last week."
"110",110,-2,"Negative","02/04/10","NEW YORK (MarketWatch) -- Fears about the global economy and sovereign credit hammered stocks Thursday, causing the Dow Jones Industrial Average to briefly cross below 10,000 for its worst day since April."
"111",111,-2,"Negative","02/04/10","NEW YORK (MarketWatch) -- Crude-oil prices slumped nearly 5% Thursday, their biggest single-day loss in more than six months, as debt woes in Europe led to strong gains in the dollar and, along with a surprise increase in U.S. jobless claims, fueled concerns about demand."
"112",112,-1,"Negative","02/04/10","NEW YORK (MarketWatch) -- Gold saw its biggest slide in 16 months Thursday, joining other metals in a broad sell-off of commodities and stocks, as investors fled to the safety of the U.S. dollar over mounting concerns about the debt of several European countries."
"113",113,-4,"Negative","02/04/10","LOS ANGELES (MarketWatch) -- Brazilian equities dropped nearly 5% Thursday, sliding alongside regional equity markets, as investors dumped commodities and resource-related stocks as their fears about sovereign-debt troubles in Europe ramped up."
"114",114,1,"Positive","02/05/10","NEW YORK (MarketWatch) -- The dollar pared gains versus major counterparts on Friday, though still traded near a seven-month high, after a report showed the U.S. economy shed 20,000 jobs in January, while economists expected the economy to add jobs last month. The dollar index [$dxy], which tracks the currency against a basket of rivals, rose to 80.084, compared to 79.882 in late New York trading on Thursday. The report also said the unemployment rate fell to 9.7%, while economists expected the rate to remain at 10%. The dollar extended a rally in European and Asian trading hours that started Thursday amid heightening fears that the U.S. economic recovery wouldn't be so strong and as credit risks in some European countries jumped, increasing demand for the relative safe haven of the U.S. currency."
